internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
167841,Carex aquatilis,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,CYPERACEAE,Carex,aquatilis,,,,,Wahlenb.,"<em>C. aquatilis</em> has been shown to hybridise with <em>C. acuta</em>, <em>C</em>. <span style=""font-style: italic;"">bigelowii</span> (<em>C</em>. ×<span style=""font-style: italic;"">limula </span>Fr.), <em>C</em>. <em>nigra</em> (<em>C</em>. ×<em>hibernica</em> A. Benn.) and <em>C. recta</em> (<em>C</em>. ×<em>grantii</em> A. Benn.) (Jermy <span style=""font-style: italic;"">et al</span>. 2007). However, none of these hybrids is frequent and they are not considered likely to affect the survival of the species or this evaluation.<br/><br/>A number of infraspecific taxa are recognised particularly in North America, some may merit species status (Elven 2007)."
167828,Callitriche hermaphroditica,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,PLANTAGINACEAE,Callitriche,hermaphroditica,,,,,L.,"Lansdown (2008) split into two subspecies, subsp. <em>hermaphroditica </em>and subsp. <em>macrocarpa</em>. A further subspecies, <em>Callitriche hermaphroditica</em> subsp. <em>exalata </em>Tzvelev (<em>Callitriche exalata </em>(Tzvelev) Tzvelev) is accepted by WCVP (2021), however, the taxonomy of <em>C. hermaphroditica</em>&#160;north of the Caucuses is inadequately resolved at present, and this latter subspecies requires confirmation."
164452,Callitriche palustris,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,PLANTAGINACEAE,Callitriche,palustris,,,,,L.,"<p><em>C.&#160;palustris</em> is very variable throughout its range. In Europe, this variation is mainly represented by differences in the width and distribution of the wing and there are a few consistent variants in Europe which may merit description and for which more information is needed. Material from Corsica and the Pyrenees has ellipsoid fruits 0.9–1.1 x 0.6 mm, wingless or narrowly winged at the base and apex (Schotsman 1967). In some material from Russia the base of the mericarp twists outward, resembling <em>C.&#160;peploides</em>&#160;Nutt. In Asia there are additional differences in reproductive characters, so that five races can be recognised (Lansdown 2006). While occasional plants from eastern Europe are winged from base to apex and the wing is broader than in other populations (Schotsman 1967); these may represent the western extreme of populations of <em>C.&#160;palustris</em> var. <em>elegans</em>&#160;(Petrov) Y.L. Chang.</p>"
175279,Carex chordorrhiza,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,CYPERACEAE,Carex,chordorrhiza,,,,,L.f.,"<p><em>C. chordorrhiza</em> has been shown to hybridise with <em>C. canescens</em> (<em>C</em>. ×<em>liddii</em> Flatb.) (Jermy <span style=""font-style: italic;"">et al. </span>2007), however, is not frequent and is not considered likely to affect the survival of the species or this evaluation.</p>"
163994,Carex echinata,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,CYPERACEAE,Carex,echinata,,,,,Murray,
162303,Carex holostoma,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,CYPERACEAE,Carex,holostoma,,,,,Drejer,
69690665,Bidens trichosperma,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Bidens,trichosperma,,,,,(Michx.) Britton,
69727585,Callitriche fassettii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,PLANTAGINACEAE,Callitriche,fassettii,,,,,Schotsman,
69728164,Callitriche stenoptera,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,PLANTAGINACEAE,Callitriche,stenoptera,,,,,Lansdown,
71776543,Panicum stramineum,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,Panicum,stramineum,,,,,Hitchc. &amp; Chase,"<em>Panicum stramineum</em>&#160;Hitchc. &amp; Chase&#160;<span lang=""EN-US"">is a secondary wild relative and potential breeding donor of broom millet,&#160;<em>Panicum</em>&#160;<em>miliaceum</em>&#160;L. ssp.&#160;<em>miliaceum&#160;</em>(Vincent&#160;<em>et al.&#160;</em>2013).<p></p>"
